document_id,document_kind,place_id,category,name,city,latitude,longitude,search_text,context_text,source_ids
osm-n7733048285,place,osm-n7733048285,culture,Девушка с кувшином,Кисловодск,43.893751,42.720285,Девушка с кувшином — достопримечательность в городе Кисловодск.,Девушка с кувшином — достопримечательность в городе Кисловодск.,osm
osm-n3223481922,place,osm-n3223481922,culture,Дельфинарий кисловодск,Кисловодск,43.943719,42.724810,Дельфинарий кисловодск — зоопарк в городе Кисловодск. Адрес: Промышленная улица 5А. Сайт: http://дельфин-кмв.рф/. Небольшой (около 80 мест) дельфинарий. Выступают афалины и котики.,Дельфинарий кисловодск — зоопарк в городе Кисловодск. Адрес: Промышленная улица 5А. Сайт: http://дельфин-кмв.рф/. Небольшой (около 80 мест) дельфинарий. Выступают афалины и котики. Часы работы: ср—вс 15:00. Цена: 600 руб..,osm;wikivoyage-кисловодск
osm-n5700281656,place,osm-n5700281656,culture,Детский фонтан,Кисловодск,43.902723,42.717858,Детский фонтан — объект в городе Кисловодск.,Детский фонтан — объект в городе Кисловодск.,osm
osm-n9749723645,place,osm-n9749723645,culture,Динозавр,Кисловодск,43.894283,42.738937,Динозавр — достопримечательность в городе Кисловодск. Доступно для маломобильных посетителей.,Динозавр — достопримечательность в городе Кисловодск. Доступно для маломобильных посетителей.,osm
osm-n11327492669,place,osm-n11327492669,culture,Долина красных камней,Кисловодск,43.845678,42.802089,Долина красных камней — достопримечательность в городе Кисловодск.,Долина красных камней — достопримечательность в городе Кисловодск.,osm
osm-n7731872385,place,osm-n7731872385,culture,Дом Реброва,Кисловодск,43.899827,42.717780,"Дом Реброва — достопримечательность в городе Кисловодск. здание в Кисловодске, Россия. Год создания: 1823. Имеет статус объекта культурного наследия. Дом Реброва, также известный как дом княжны Мери, — здание в Кисловодске, Ставропольский край, Россия. Расположен рядом с Нарзанной галереей, по адресу ул. Алексея Реброва, д. 3. Является объектом культурного наследия федерального значения, находится в полуразрушенном состоянии.","Дом Реброва — достопримечательность в городе Кисловодск. здание в Кисловодске, Россия. Год создания: 1823. Имеет статус объекта культурного наследия. Дом Реброва, также известный как дом княжны Мери, — здание в Кисловодске, Ставропольский край, Россия. Расположен рядом с Нарзанной галереей, по адресу ул. Алексея Реброва, д. 3. Является объектом культурного наследия федерального значения, находится в полуразрушенном состоянии.",osm;wikidata;wikipedia-дом-реброва
osm-n11011349045,place,osm-n11011349045,culture,Дружба,Кисловодск,43.895570,42.714310,Дружба — объект в городе Кисловодск. Межнациональный культурно-просветительский центр.,Дружба — объект в городе Кисловодск. Межнациональный культурно-просветительский центр.,osm
osm-n3215769871,place,osm-n3215769871,culture,"Журавли, Памятник погибшим воинам",Кисловодск,43.893810,42.715746,"Журавли, Памятник погибшим воинам — достопримечательность в городе Кисловодск.","Журавли, Памятник погибшим воинам — достопримечательность в городе Кисловодск.",osm
osm-w316252032,place,osm-w316252032,culture,Замок коварства и любви,Кисловодск,43.897233,42.665279,"Замок коварства и любви — крепость в городе Кисловодск. природный памятник в окрестностях Кисловодска. Высота над уровнем моря 950 м. Имеет статус объекта культурного наследия. Адрес: Прямая улица 119. Замок коварства и любви — природный памятник, скальное образование в окрестностях Кисловодска. Представляет собой обрывистый мыс одного из куэстовых отрогов Скалистого хребта, возвышающийся над долиной реки Аликоновки с её левого берега. Абсолютная высота — 950 м, превышение над основанием — около 80 м. Сложен доломитизированным известняком.","Замок коварства и любви — крепость в городе Кисловодск. природный памятник в окрестностях Кисловодска. Высота над уровнем моря 950 м. Имеет статус объекта культурного наследия. Адрес: Прямая улица 119. Замок коварства и любви — природный памятник, скальное образование в окрестностях Кисловодска. Представляет собой обрывистый мыс одного из куэстовых отрогов Скалистого хребта, возвышающийся над долиной реки Аликоновки с её левого берега. Абсолютная высота — 950 м, превышение над основанием — около 80 м. Сложен доломитизированным известняком. Туристическая достопримечательность. Для обслуживания туристов поблизости работает комплекс из ресторана и гостиницы постройки 1939 года, стилизованной под башню средневекового замка. Название скалы и туристического объекта происходит от местной легенды о несчастной любви дочери местного князя и простого пастуха.",osm;wikidata;wikipedia-замок-коварства-и-любви
osm-w315477299,place,osm-w315477299,culture,Историко-краеведческий музей «Крепость»,Кисловодск,43.894549,42.716327,"Историко-краеведческий музей «Крепость» — музей в городе Кисловодск. Адрес: проспект Мира 11. Часы работы по данным карты: Mo-Su 10:00-18:00. Сайт: http://www.museum-krepost.ru. Телефон: +7 87937 37039. Построенная в 1803 г. крепость сохранилась плохо: ворота, часть стены и угловая башня. Она упомянута М. Лермонтовым в повести «Княжна Мери». Сейчас здесь располагается малоинтересный краеведческий музей.","Историко-краеведческий музей «Крепость» — музей в городе Кисловодск. Адрес: проспект Мира 11. Часы работы по данным карты: Mo-Su 10:00-18:00. Сайт: http://www.museum-krepost.ru. Телефон: +7 87937 37039. Построенная в 1803 г. крепость сохранилась плохо: ворота, часть стены и угловая башня. Она упомянута М. Лермонтовым в повести «Княжна Мери». Сейчас здесь располагается малоинтересный краеведческий музей.",osm;wikivoyage-кисловодск
osm-n9752009317,place,osm-n9752009317,culture,Источник с питьевой водой,Кисловодск,43.901198,42.731490,Источник с питьевой водой — достопримечательность в городе Кисловодск.,Источник с питьевой водой — достопримечательность в городе Кисловодск.,osm
osm-n2524342092,place,osm-n2524342092,culture,К. М. Ге,Кисловодск,43.901605,42.717240,К. М. Ге — мемориал в городе Кисловодск.,К. М. Ге — мемориал в городе Кисловодск.,osm
osm-n4843586496,place,osm-n4843586496,culture,Каменная скульптура,Кисловодск,43.895440,42.741223,Каменная скульптура — достопримечательность в городе Кисловодск.,Каменная скульптура — достопримечательность в городе Кисловодск.,osm
osm-n6713062763,place,osm-n6713062763,culture,Каменный памятник,Кисловодск,43.879847,42.689573,Каменный памятник — мемориал в городе Кисловодск.,Каменный памятник — мемориал в городе Кисловодск.,osm
osm-n9038435917,place,osm-n9038435917,culture,Камень-акула,Кисловодск,43.894216,42.760822,Камень-акула — достопримечательность в городе Кисловодск. Часы работы по данным карты: 24/7.,Камень-акула — достопримечательность в городе Кисловодск. Часы работы по данным карты: 24/7.,osm
osm-n9918727317,place,osm-n9918727317,culture,Карета с ямщиком,Кисловодск,43.901865,42.727921,Карета с ямщиком — достопримечательность в городе Кисловодск. Сайт: https://kislovodsk-kurort.org/o-gorode-kurorte/putevoditel/dostoprimechatelnosti1547716151/skulptura-lando.,Карета с ямщиком — достопримечательность в городе Кисловодск. Сайт: https://kislovodsk-kurort.org/o-gorode-kurorte/putevoditel/dostoprimechatelnosti1547716151/skulptura-lando.,osm
osm-w314440292,place,osm-w314440292,culture,Кино-концертный зал ЦВС,Кисловодск,43.900831,42.726781,Кино-концертный зал ЦВС — объект в городе Кисловодск. Адрес: проспект Дзержинского 11.,Кино-концертный зал ЦВС — объект в городе Кисловодск. Адрес: проспект Дзержинского 11.,osm
osm-w479044692,place,osm-w479044692,culture,"Кинотеатр ""Союз""",Кисловодск,43.905688,42.722108,"Кинотеатр ""Союз"" — объект в городе Кисловодск. Адрес: улица Желябова 10.","Кинотеатр ""Союз"" — объект в городе Кисловодск. Адрес: улица Желябова 10.",osm
osm-n5160261421,place,osm-n5160261421,culture,Киров,Кисловодск,43.900978,42.719296,Киров — мемориал в городе Кисловодск.,Киров — мемориал в городе Кисловодск.,osm
osm-w314990763,place,osm-w314990763,culture,Кисловодский государственный цирк имени Г. М. Трахтенберга,Кисловодск,43.913966,42.719687,"Кисловодский государственный цирк имени Г. М. Трахтенберга — объект в городе Кисловодск. цирк в Кисловодске. Имеет статус объекта культурного наследия. Адрес: проспект Победы 12. Сайт: http://www.circus-kislovodsk.ru. Телефон: +7 87937 29658. Цирк. Часы работы: пн-вс 10:00-19:00. Телефон: 78793729658 (Касса). История цирка в Кисловодске началась еще задолго до даты его официального открытия – 30 июня 1973 года. 2023 год – юбилейный для цирка, ему исполняется 50 лет. Цирк Кисловодска является единственным учреждением такого профиля в районе Кавказских Минеральных Вод.","Кисловодский государственный цирк имени Г. М. Трахтенберга — объект в городе Кисловодск. цирк в Кисловодске. Имеет статус объекта культурного наследия. Адрес: проспект Победы 12. Сайт: http://www.circus-kislovodsk.ru. Телефон: +7 87937 29658. Цирк. История цирка в Кисловодске началась еще задолго до даты его официального открытия – 30 июня 1973 года. 2023 год – юбилейный для цирка, ему исполняется 50 лет. Цирк Кисловодска является единственным учреждением такого профиля в районе Кавказских Минеральных Вод. Это уникальное по своей архитектуре сооружение еще и самое большое по вместимости зрителей – одновременно зал может принять 1 483 зрителя. Цирк Кисловодска является визитной карточкой и одной из главных достопримечательностей своего региона. Он воспитал своим чудотворным искусством многие поколения маленьких жителей города и подарил тепло и свет взрослым почитателям циркового искусства. Часы работы: пн-вс 10:00-19:00. Телефон: 78793729658 (Касса). Сайт: http://circus-kislovodsk.ru. Электронная почта: kislovodsk@circus.ru. Как найти: От станции «Минутка» – маршр. такси № 14, 23, 103ж, 104г до ост. «Музыкальная школа». От ж/д вокзала – маршр. такси № 23, 103ж до ост. «Цирк»..",osm;wikidata;mkrf-circuses
osm-n9823110837,place,osm-n9823110837,culture,Коллонада,Кисловодск,43.898400,42.727006,Коллонада — достопримечательность в городе Кисловодск.,Коллонада — достопримечательность в городе Кисловодск.,osm
osm-n6852731339,place,osm-n6852731339,culture,Колокол памяти,Кисловодск,43.899354,42.699785,Колокол памяти — мемориал в городе Кисловодск.,Колокол памяти — мемориал в городе Кисловодск.,osm
osm-w314823595,place,osm-w314823595,culture,Колоннада,Кисловодск,43.898636,42.716769,"Колоннада — достопримечательность в городе Кисловодск. сооружение в Кисловодске, Россия. Год создания: 1912. Имеет статус объекта культурного наследия. Колоннада — достопримечательность в Кисловодске, Ставропольский край, Россия. Главный вход в Кисловодский национальный парк и одна из визитных карточек кисловодского курорта. Стоит на мосту через речку Ольховку, которая скрыта в канал, неподалёку от Нарзанной галереи.","Колоннада — достопримечательность в городе Кисловодск. сооружение в Кисловодске, Россия. Год создания: 1912. Имеет статус объекта культурного наследия. Колоннада — достопримечательность в Кисловодске, Ставропольский край, Россия. Главный вход в Кисловодский национальный парк и одна из визитных карточек кисловодского курорта. Стоит на мосту через речку Ольховку, которая скрыта в канал, неподалёку от Нарзанной галереи. Колонны расположены в два яруса, нижний состоит из колонн коринфского ордера, поддерживающих плоскую крышу, верхний находится в центре этой крыши и состоит из башен и арок. Крыша первого этажа была построена как обзорная и танцевальная площадка, а внизу располагались столики ресторана. Изначально крылья колоннады были соединены переходом, в котором находились подсобные помещения, а внутри был дворик. Возведена в 1912 году архитектором Н. Н. Семёновым к столетию Отечественной войны 1812 года. Колоннада была предназначена для размещения в ней нового летнего ресторана взамен старого деревянного. В 1930-х года в ней действовала диетическая столовая. В 1948 году пристройки к колоннаде снесли, открыв вид на неё, а колоннаду сделали главным входом в парк.",osm;wikidata;wikipedia-колоннада-кисловодск
osm-w376136336,place,osm-w376136336,culture,Колоннада с витражом,Кисловодск,43.898150,42.739061,Колоннада с витражом — достопримечательность в городе Кисловодск.,Колоннада с витражом — достопримечательность в городе Кисловодск.,osm
osm-n3800313728,place,osm-n3800313728,culture,Кольцо-гора,Кисловодск,43.941512,42.693684,"Кольцо-гора — достопримечательность в городе Кисловодск. природный памятник, туристическая достопримечательность в Кисловодске. Высота над уровнем моря 871 м. Гора Кольцо или Кольцо-гора — природный памятник, скальное образование на окраине города Кисловодска, Ставропольский край, Россия. Восьмиметровое сквозное отверстие в скале на северной окраине Кисловодска, появившееся вследствие выветривания. Скала описана в «Герое нашего времени». Отличный вид на город и на северные предместья, но в сезон огромное количество праздношатающейся публики.","Кольцо-гора — достопримечательность в городе Кисловодск. природный памятник, туристическая достопримечательность в Кисловодске. Высота над уровнем моря 871 м. Гора Кольцо или Кольцо-гора — природный памятник, скальное образование на окраине города Кисловодска, Ставропольский край, Россия. Восьмиметровое сквозное отверстие в скале на северной окраине Кисловодска, появившееся вследствие выветривания. Скала описана в «Герое нашего времени». Отличный вид на город и на северные предместья, но в сезон огромное количество праздношатающейся публики.",osm;wikidata;wikipedia-кольцо-гора;wikivoyage-кисловодск
osm-w946586758,place,osm-w946586758,culture,Комплекс курзала,Кисловодск,43.901655,42.719246,Комплекс курзала — объект в городе Кисловодск.,Комплекс курзала — объект в городе Кисловодск.,osm
osm-n8043734885,place,osm-n8043734885,culture,Кот кисловодский,Кисловодск,43.901032,42.725863,Кот кисловодский — арт-объект в городе Кисловодск.,Кот кисловодский — арт-объект в городе Кисловодск.,osm
osm-n4447438995,place,osm-n4447438995,culture,Красные каменные грибы,Кисловодск,43.890336,42.743205,Красные каменные грибы — достопримечательность в городе Кисловодск.,Красные каменные грибы — достопримечательность в городе Кисловодск.,osm
osm-n2469752251,place,osm-n2469752251,culture,Красные камни,Кисловодск,43.897528,42.728900,Красные камни — достопримечательность в городе Кисловодск.,Красные камни — достопримечательность в городе Кисловодск.,osm
osm-n10288701209,place,osm-n10288701209,culture,Крестовоздвиженская церковь,Кисловодск,43.934253,42.723072,Крестовоздвиженская церковь — объект в городе Кисловодск. Адрес: Пешеходная улица 30. Храм Воздвижения Креста Господня (Крестовоздвиженская церковь) — православный храм в центре города Кисловодска Ставропольского края.,Крестовоздвиженская церковь — объект в городе Кисловодск. Адрес: Пешеходная улица 30. Храм Воздвижения Креста Господня (Крестовоздвиженская церковь) — православный храм в центре города Кисловодска Ставропольского края.,osm;wikidata;wikipedia-крестовоздвиженская-церковь-кисловодск
osm-n2469752253,place,osm-n2469752253,culture,Крокодил,Кисловодск,43.896780,42.739064,Крокодил — достопримечательность в городе Кисловодск.,Крокодил — достопримечательность в городе Кисловодск.,osm
osm-n12031280842,place,osm-n12031280842,culture,Курортница,Кисловодск,43.901195,42.726292,Курортница — арт-объект в городе Кисловодск.,Курортница — арт-объект в городе Кисловодск.,osm
osm-n3210395022,place,osm-n3210395022,culture,Ленин,Кисловодск,43.903332,42.724955,Ленин — мемориал в городе Кисловодск.,Ленин — мемориал в городе Кисловодск.,osm
osm-n6848230042,place,osm-n6848230042,culture,Лермонтовская площадка,Кисловодск,43.898914,42.717626,Лермонтовская площадка — достопримечательность в городе Кисловодск.,Лермонтовская площадка — достопримечательность в городе Кисловодск.,osm
osm-w1070362389,place,osm-w1070362389,culture,Лягушки,Кисловодск,43.900020,42.716746,Лягушки — объект в городе Кисловодск.,Лягушки — объект в городе Кисловодск.,osm
osm-n12030666362,place,osm-n12030666362,culture,М. Кшесинская,Кисловодск,43.901473,42.730517,М. Кшесинская — арт-объект в городе Кисловодск.,М. Кшесинская — арт-объект в городе Кисловодск.,osm
osm-n5160290528,place,osm-n5160290528,culture,М. Горький,Кисловодск,43.898605,42.722415,М. Горький — мемориал в городе Кисловодск.,М. Горький — мемориал в городе Кисловодск.,osm
osm-n4906018821,place,osm-n4906018821,culture,М. Ю. Лермонтов,Кисловодск,43.899619,42.749643,М. Ю. Лермонтов — мемориал в городе Кисловодск.,М. Ю. Лермонтов — мемориал в городе Кисловодск.,osm
osm-n5160236723,place,osm-n5160236723,culture,М. Ю. Лермонтов,Кисловодск,43.898896,42.717569,М. Ю. Лермонтов — мемориал в городе Кисловодск.,М. Ю. Лермонтов — мемориал в городе Кисловодск.,osm
osm-n13911833331,place,osm-n13911833331,culture,Маленькие красные камни,Кисловодск,43.893872,42.735570,Маленькие красные камни — достопримечательность в городе Кисловодск.,Маленькие красные камни — достопримечательность в городе Кисловодск.,osm
osm-n2462467308,place,osm-n2462467308,culture,Медвежата,Кисловодск,43.893558,42.720614,Медвежата — достопримечательность в городе Кисловодск.,Медвежата — достопримечательность в городе Кисловодск.,osm
osm-n3212058606,place,osm-n3212058606,culture,Медикам-героям Великой Отечественной войны,Кисловодск,43.903540,42.716323,Медикам-героям Великой Отечественной войны — мемориал в городе Кисловодск.,Медикам-героям Великой Отечественной войны — мемориал в городе Кисловодск.,osm
osm-w711874729,place,osm-w711874729,culture,Миг,Кисловодск,43.913418,42.696284,Миг — мемориал в городе Кисловодск.,Миг — мемориал в городе Кисловодск.,osm
osm-w315225158,place,osm-w315225158,culture,Музей Солженицына,Кисловодск,43.901058,42.724191,Музей Солженицына — музей в городе Кисловодск.,Музей Солженицына — музей в городе Кисловодск.,osm
osm-n4829254752,place,osm-n4829254752,culture,Музей восковых фигур,Кисловодск,43.899611,42.716154,Музей восковых фигур — музей в городе Кисловодск.,Музей восковых фигур — музей в городе Кисловодск.,osm
osm-n9823110826,place,osm-n9823110826,culture,Музей иллюзий,Кисловодск,43.904369,42.717367,Музей иллюзий — музей в городе Кисловодск.,Музей иллюзий — музей в городе Кисловодск.,osm
osm-w315326709,place,osm-w315326709,culture,Музей-усадьба художника Ярошенко,Кисловодск,43.892964,42.719175,"Музей-усадьба художника Ярошенко — музей в городе Кисловодск. музей в Кисловодске (Россия). Год создания: 1959. Адрес: улица Ярошенко 1. Музей известного художника-передвижника, который переехал в Кисловодск еще в начале 1880-х, до курортного бума, и построил деревянный дом («Белую виллу») по собственному проекту. Росписи внутри дома тоже выполнены самим Ярошенко. Объект культурного наследия федерального значения. Памятник истории. Время создания: дата создания (возникновения) не определена. Музей или галерея. Часы работы: пн-вс 10:00-18:00. Телефон: 78793731113. Мемориальный музей-усадьба художника Н. А. Ярошенко располагается в историческом центре города-курорта. Дачная усадьба с 1885 по 1915 г. принадлежала семье художника-передвижника, генерал-майора артиллерии Николая Ярошенко (1846–1898). Здесь бывали: Д. Менделеев, М. Нестеров, И. Репин, А. Куинджи. Ф. Шаляпин, К.","Музей-усадьба художника Ярошенко — музей в городе Кисловодск. музей в Кисловодске (Россия). Год создания: 1959. Адрес: улица Ярошенко 1. Музей известного художника-передвижника, который переехал в Кисловодск еще в начале 1880-х, до курортного бума, и построил деревянный дом («Белую виллу») по собственному проекту. Росписи внутри дома тоже выполнены самим Ярошенко. Часы работы: кроме Вт. Объект культурного наследия федерального значения. Памятник истории. Время создания: дата создания (возникновения) не определена. Адрес по реестру: Ставропольский край, г. Кисловодск, ул. Ярошенко, 1, литер Р, С. Учётный номер: 26-138370. Основание охраны: Распоряжение Совета Министров РСФСР № 2597-р от 1968-12-16. Предмет охраны: Предмет охраны определен в составе охранного обязательства, выданного министерством культуры Ставропольского края 04.10.2010. Предметом охраны объекта являются все несущие конструкции, в том числе фундаменты, наружные и внутренние несущие стены, кровля, фасады со всеми архитектурно-декоративными элементами. Музей или галерея. Мемориальный музей-усадьба художника Н. А. Ярошенко располагается в историческом центре города-курорта. Дачная усадьба с 1885 по 1915 г. принадлежала семье художника-передвижника, генерал-майора артиллерии Николая Ярошенко (1846–1898). Здесь бывали: Д. Менделеев, М. Нестеров, И. Репин, А. Куинджи. Ф. Шаляпин, К. Станиславский и др. Рядом с усадьбой, в ограде Свято-Никольского собора, – сохранилось место захоронения художника. Авторы надгробия: Н. Дубовской, Л. Позен. Бюст отлит на Петербургском заводе А. Морана. История музея связана с художником В. Секлюцким (1907–1990). Благодаря его организаторскому таланту удалось собрать уникальную коллекцию русского и советского изобразительного искусства. В марте 1962 года музей был открыт для посетителей. Музей сегодня – уникальное художественное собрание с фондом более 8000 ед. хранения. В экспозиции «Передвижники» – работы русских художников-передвижников XIX – начала XX века: В. Перова, И. Крамского, А. Куинджи, Г. Мясоедова, братьев В. и К. Маковских, Ф. Васильева, В. Верещагина, И. Левитана и др. Мемориальные экспозиции М. Нестерова, Н. Дубовского, А. Васнецова и Н. Касаткина. Музей Н. Ярошенко – современный музей, в котором используются новые технологии. Большинство картин в экспозиции снабжены QR-кодами с аудио-информацией. В музее проводятся музыкальные «Ярошенковские субботы». Усадебная территория позволяет проводить массовые мероприятия на открытом воздухе. Часы работы: пн-вс 10:00-18:00. Телефон: 78793731113. Сайт: http://museumyaroshenko.ru. Электронная почта: kislovodsk@museumyaroshenko.ru.",osm;wikidata;mkrf-egrkn;mkrf-museums;wikivoyage-кисловодск
osm-w946522055,place,osm-w946522055,culture,Музыкальная раковина,Кисловодск,43.902203,42.718760,Музыкальная раковина — объект в городе Кисловодск. Памятник архитектуры. Объект культурного наследия регионального значения. Памятник градостроительства и архитектуры. Время создания: 1896 г.,"Музыкальная раковина — объект в городе Кисловодск. Памятник архитектуры. Объект культурного наследия регионального значения. Памятник градостроительства и архитектуры. Время создания: 1896 г. Адрес по реестру: Ставропольский край, город Кисловодск, улица К.Маркса, 3-А (литер Б). Учётный номер: 26-67155. Основание охраны: Решение Исполнительного комитета Ставропольского краевого совета народных депутатов "" № 702 от 1981-10-01. Предмет охраны: 1. Местоположение памятника в структуре квартала исторической застройки Комплекса Курзала Владикавказской железной дороги.2. Габариты,силуэт памятника.3. Композиционное значение памятника, как элемента классического стиля.4.Объемно-пространственная композиция памятника, с полукруглой нишей на высоком основании, полуциркулярность с прямоугольным выступом (для размещения артистических и гримерных).5. Композиционное решение и архитектурно-художественное оформление фасадов памятника, материалы и характер их отделки, вклюая местоположение, каменный архиволь арки раковины, две статуи - аллегории искусств, расположенные по бокам от сцены, выполненные в технике бетонной отливки.6. Конструктивные элементы памятника, фундаменты, наружные и внутренние несущие стены (габариты, планировочная структура).",osm;mkrf-egrkn
osm-n4341078145,place,osm-n4341078145,culture,Николай Чудотворец,Кисловодск,43.902302,42.716908,Николай Чудотворец — мемориал в городе Кисловодск. Открыт в июле 2016 г.,Николай Чудотворец — мемориал в городе Кисловодск. Открыт в июле 2016 г.,osm
osm-n4954992503,place,osm-n4954992503,culture,"Никто не забыт, ничто не забыто",Кисловодск,43.913867,42.705991,"Никто не забыт, ничто не забыто — памятник в городе Кисловодск.","Никто не забыт, ничто не забыто — памятник в городе Кисловодск.",osm
osm-n3221550319,place,osm-n3221550319,culture,Орёл,Кисловодск,43.897421,42.728992,Орёл — достопримечательность в городе Кисловодск.,Орёл — достопримечательность в городе Кисловодск.,osm
osm-n3794402551,place,osm-n3794402551,culture,Орёл,Кисловодск,43.898798,42.717731,Орёл — достопримечательность в городе Кисловодск.,Орёл — достопримечательность в городе Кисловодск.,osm
osm-n3795778647,place,osm-n3795778647,culture,Павлин в клетке,Кисловодск,43.893381,42.719300,Павлин в клетке — зоопарк в городе Кисловодск.,Павлин в клетке — зоопарк в городе Кисловодск.,osm
osm-n1513984407,place,osm-n1513984407,culture,Памятник С. Орджоникидзе,Кисловодск,43.900761,42.739604,Памятник С. Орджоникидзе — мемориал в городе Кисловодск. Расположен на территории санатория им. Орджоникидзе. Объект культурного наследия федерального значения. Памятник истории. Время создания: 1952 г.,"Памятник С. Орджоникидзе — мемориал в городе Кисловодск. Расположен на территории санатория им. Орджоникидзе. Объект культурного наследия федерального значения. Памятник истории. Время создания: 1952 г. Адрес по реестру: Ставропольский край, г. Кисловодск, санаторий им. Орджоникидзе. Учётный номер: 26-71739. Основание охраны: Постановление Совета Министров РСФСР № 624 от 1974-12-04. Предмет охраны: Предметом охраны объекта культурного наследия федерального значения«Памятник Г.К. Орджоникидзе», 1952 год, расположенного по адресу:Ставропольский край, г. Кисловодск, пр. Ленина, д. 25, литер М являются:1. Градостроительные характеристики:1.1.Местоположение памятника в планировочной структуреархитектурного ансамбля санатория им. Орджоникидзе.1.2.Композиционная значимость памятника в структуре архитектурного ансамбля санатория им. Орджоникидзе, как элемента осевой композиции на южном склоне.2. Объемно-пространственные характеристики памятника:2.1. Ростовое скульптурное изображение Г.К. Орджоникидзе, установленное на ступенчатом постаменте, с расположенными по сторонам пьедестала скамейками и тумбами; их местоположение, физические размеры, форма, отметки по верху покрытий.2.2. Подиум, подпорные стенки, ступени; их местоположение, физические размеры, форма, отметки по верху покрытий.3. Архитектурно-стилистические характеристики:3.1. Техника, материал, характер обработки бронзовой скульптуры, гранитных элементов: блоков облицовки постамента, тумб, скамеек с декоративными консолями.3.2. Техника, материал, характер обработки каменной облицовки подпорных стен, гранитных элементов: облицовки плит подиума, ступеней.3.3. Колористическое решение памятника.",osm;mkrf-egrkn
osm-n1159008474,place,osm-n1159008474,culture,Памятник Ф.Э. Дзержинскому,Кисловодск,43.901500,42.727650,Памятник Ф.Э. Дзержинскому — мемориал в городе Кисловодск.,Памятник Ф.Э. Дзержинскому — мемориал в городе Кисловодск.,osm
osm-n931178006,place,osm-n931178006,culture,Памятник жертвам фашизма,Кисловодск,43.940499,42.714283,Памятник жертвам фашизма — памятник в городе Кисловодск.,Памятник жертвам фашизма — памятник в городе Кисловодск.,osm
osm-n2452432393,place,osm-n2452432393,culture,Памятник комсомольцам,Кисловодск,43.909913,42.705711,Памятник комсомольцам — памятник в городе Кисловодск. Обелиск поставлен в ознаменование 10-летия Великой Октябрьской социалистической революции в 1927 году.,Памятник комсомольцам — памятник в городе Кисловодск. Обелиск поставлен в ознаменование 10-летия Великой Октябрьской социалистической революции в 1927 году.,osm
